cagl_id,gwk60_id_clean,qng_id,cgla_gene_name_from_deseq,cgla_common_name,cg_to_sc_relationship,pre_WGD_Ancestor,scer_gene_id,scer_gene_name,SGD_essentiality,SGD_description
CAGL0A02695g,GWK60_A02519,QNG12215.1,GWK60_A02519,,1-to-1,Anc_5.422,YDR362C,TFC6,inviable,Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110
CAGL0A02706g,GWK60_A02541,QNG12216.1,GWK60_A02541,,1-to-1,Anc_5.425,YDR363W,ESC2,,"Sumo-like domain protein; prevents accumulation of toxic intermediates during replication-associated recombinational repair; roles in silencing, lifespan, chromatid cohesion and the intra-S-phase DNA damage checkpoint; RENi family member"
CAGL0A02728g,GWK60_A02563,QNG12217.1,GWK60_A02563,,1-to-1,Anc_5.427,YDR363W-A,SEM1,,"Component of lid subcomplex of 26S proteasome regulatory subunit; involved in mRNA export mediated by TREX-2 complex (Sac3p-Thp1p); assumes different conformations in different contexts, functions as molecular glue stabilizing the Rpn3p/Rpn7p regulatory heterodimer, and tethers it to lid helical bundle; ortholog of human DSS1; protein abundance increases in response to DNA replication stress"
CAGL0A02750g,GWK60_A02585,QNG12218.1,GWK60_A02585,,1-to-1,Anc_5.428,YOR117W,RPT5,inviable,ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; recruited to the GAL1-10 promoter region upon induction of transcription; similar to human TBP1
CAGL0A02772g,GWK60_A02607,QNG12219.1,GWK60_A02607,,1-to-1,Anc_5.429,YDR364C,CDC40,,Pre-mRNA splicing factor; important for catalytic step II of pre-mRNA splicing and plays a role in cell cycle progression; required for DNA synthesis during mitosis and meiosis; has WD repeats
CAGL0A02794g,GWK60_A02629,QNG12220.1,GWK60_A02629,,1-to-1,Anc_5.433,YDR367W,KEI1,inviable,Component of inositol phosphorylceramide (IPC) synthase; forms a complex with Aur1p and regulates its activity; required for IPC synthase complex localization to the Golgi; post-translationally processed by Kex2p; KEI1 is an essential gene
CAGL0A02816g,GWK60_A02651,QNG12221.1,GWK60_A02651,,2-to-2,Anc_5.434,YDR368W,YPR1,,"NADPH-dependent aldo-keto reductase; reduces multiple substrates including 2-methylbutyraldehyde and D,L-glyceraldehyde, expression is induced by osmotic and oxidative stress; functionally redundant with other aldo-keto reductases; protein abundance increases in response to DNA replication stress; YPR1 has a paralog, GCY1, that arose from the whole genome duplication"
CAGL0A02838g,GWK60_A02673,QNG12222.1,GWK60_A02673,,1-to-1,Anc_5.435,YDR369C,XRS2,,"Protein required for DNA repair; component of the Mre11 complex, which is involved in double strand breaks, meiotic recombination, telomere maintenance, and checkpoint signaling"
CAGL0A02860g,GWK60_A02695,QNG12223.1,GWK60_A02695,,1-to-1,Anc_5.437,YDR370C,DXO1,,Protein with decapping and 5'-3' exoRNase activity; similar to Rai1p
CAGL0A02882g,GWK60_A02717,QNG12224.1,GWK60_A02717,,1-to-0,Anc_5.438,,,,
CAGL0A02904g,GWK60_A02739,QNG12225.1,GWK60_A02739,,1-to-1,Anc_5.441,YDR371W,CTS2,,Putative chitinase; functionally complements A. gossypii cts2 mutant sporulation defect
CAGL0A02926g,GWK60_A02761,QNG12226.1,GWK60_A02761,,1-to-1,Anc_5.442,YDR372C,VPS74,,"Golgi phosphatidylinositol-4-kinase effector and PtdIns4P sensor; interacts with the cytosolic domains of cis and medial glycosyltransferases, and in the PtdIns4P-bound state mediates the targeting of these enzymes to the Golgi; interacts with the catalytic domain of Sac1p, the major cellular PtdIns4P phosphatase, to direct dephosphosphorylation of the Golgi pool of PtdIns4P; tetramerization required for function; ortholog of human GOLPH3/GPP34/GMx33"
CAGL0A02948g,GWK60_A02783,QNG12227.1,GWK60_A02783,,1-to-1,Anc_5.444,YDR373W,FRQ1,inviable,N-myristoylated calcium-binding protein; may have a role in intracellular signaling through its regulation of the phosphatidylinositol 4-kinase Pik1p; member of the recoverin/frequenin branch of the EF-hand superfamily
CAGL0A02970g,GWK60_A02805,QNG12228.1,GWK60_A02805,,1-to-1,Anc_5.446,YDR374C,PHO92,,Posttranscriptional regulator of phosphate metabolism; regulates PHO4 mRNA stability by binding to PHO4's 3'UTR in phosphate-dependent manner; contains YTH (YT521-B Homology) domain and is a homolog of human YTHDF2
CAGL0A02981g,GWK60_A02827,QNG12229.1,GWK60_A02827,,1-to-1,Anc_5.447,YDR374W-A,WIP1,,Kinetochore localized protein of unknown function; interacts with Cnn1p (CENP-T); orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-W and fission yeast new1
CAGL0A02992g,GWK60_A02849,QNG12230.1,GWK60_A02849,,1-to-1,Anc_5.448,YDR375C,BCS1,,"Protein translocase and chaperone required for Complex III assembly; member of the AAA ATPase family; forms a homo-oligomeric complex in the mitochondrial inner membrane that translocates the C-terminal domain of Rip1p from the matrix across the inner membrane, and then delivers it to an assembly intermediate of respiratory Complex III in an ATP-dependent reaction; also required for assembly of the Qcr10p subunit; mutations in human homolog BCS1L linked to neonatal diseases"
CAGL0A03014g,GWK60_A02871,QNG12231.1,GWK60_A02871,,1-to-1,Anc_5.450,YDR376W,ARH1,inviable,Oxidoreductase of the mitochondrial inner membrane; involved in cytoplasmic and mitochondrial iron homeostasis and required for activity of Fe-S cluster-containing enzymes; one of the few mitochondrial proteins essential for viability
CAGL0A03036g,GWK60_A02893,QNG12232.1,GWK60_A02893,,1-to-1,Anc_5.451,YDR377W,ATP17,,"Subunit f of the F0 sector of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis"
CAGL0A03051g,GWK60_A02915,QNG12233.1,GWK60_A02915,,1-to-1,Anc_5.452,YDR378C,LSM6,,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA"
CAGL0A03058g,GWK60_A02937,QNG12234.1,GWK60_A02937,,2-to-2,Anc_5.453,YDR379W,RGA2,,"GTPase-activating protein for polarity-establishment protein Cdc42p; implicated in control of septin organization, pheromone response, and haploid invasive growth; regulated by Pho85p and Cdc28p; RGA2 has a paralog, RGA1, that arose from the whole genome duplication"
CAGL0A03080g,GWK60_A02959,QNG12235.1,GWK60_A02959,,1-to-1,Anc_5.454,YDR379C-A,,,Protein involved in assembly of the succinate dehydrogenase complex; mitochondrial; mutations in human ortholog SDHAF1 are associated with infantile leukoencephalopathy
CAGL0A03102g,GWK60_A02981,QNG12236.1,ARO10,ARO10,1-to-1,Anc_5.456,YDR380W,ARO10,,"Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde, which is the first specific step in the Ehrlich pathway"
CAGL0A03117g,GWK60_A03003,QNG12237.1,GWK60_A03003,,1-to-1,Anc_5.458,YDR381W,YRA1,inviable,"Nuclear polyadenylated RNA-binding protein; required for export of poly(A)+ mRNA from the nucleus; proposed to couple mRNA export with 3' end processing via its interactions with Mex67p and Pcf11p; interacts with DBP2; inhibits the helicase activity of Dbp2; functionally redundant with Yra2p, another REF family member"
CAGL0A03146g,GWK60_A03025,QNG12238.1,GWK60_A03025,,1-to-1,Anc_5.459,YDR381C-A,,,Protein of unknown function; localized to the mitochondrial outer membrane
CAGL0A03168g,GWK60_A03047,QNG12239.1,GWK60_A03047,,1-to-1,Anc_5.462,YDR382W,RPP2B,,"Ribosomal protein P2 beta; a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosome; regulates the accumulation of P1 (Rpp1Ap and Rpp1Bp) in the cytoplasm"
CAGL0A03190g,GWK60_A03069,QNG12240.1,GWK60_A03069,,1-to-1,Anc_5.463,YDR383C,NKP1,,Central kinetochore protein and subunit of the Ctf19 complex; mutants have elevated rates of chromosome loss; orthologous to fission yeast kinetochore protein fta4
CAGL0A03212g,GWK60_A03091,QNG12241.1,GWK60_A03091,,1-to-1,Anc_5.464,YDR384C,ATO3,,"Plasma membrane protein, putative ammonium transporter; regulation pattern suggests a possible role in export of ammonia from the cell; phosphorylated in mitochondria; member of the TC 9.B.33 YaaH family of putative transporters"
CAGL0A03234g,GWK60_A03113,QNG12242.1,EFT2,EFT2,1-to-2,Anc_5.467,YDR385W,EFT2,,"Elongation factor 2 (EF-2), also encoded by EFT1; catalyzes ribosomal translocation during protein synthesis; contains diphthamide, the unique posttranslationally modified histidine residue specifically ADP-ribosylated by diphtheria toxin; EFT2 has a paralog, EFT1, that arose from the whole genome duplication"
CAGL0A03256g,GWK60_A03135,QNG12243.1,GWK60_A03135,,1-to-1,Anc_5.468,YDR386W,MUS81,,"Subunit of structure-specific Mms4p-Mus81p endonuclease; cleaves branched DNA; involved in DNA repair, replication fork stability, and joint molecule formation/resolution during meiotic recombination; promotes template switching during break-induced replication (BIR), causing non-reciprocal translocations (NRTs); helix-hairpin-helix protein; phosphorylation of non-catalytic subunit Mms4p by Cdc28p and Cdcp during mitotic cell cycle activates function of Mms4p-Mus81p"
CAGL0A03278g,GWK60_A03157,QNG12244.1,GWK60_A03157,,1-to-2,Anc_3.312,YBL027W,RPL19B,,"Ribosomal 60S subunit protein L19B; rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal; homologous to mammalian ribosomal protein L19, no bacterial homolog; RPL19B has a paralog, RPL19A, that arose from the whole genome duplication"
CAGL0A03300g,GWK60_A03179,QNG12245.1,GWK60_A03179,,1-to-1,Anc_8.152,YGL192W,IME4,,"mRNA N6-adenosine methyltransferase required for entry into meiosis; mediates N6-adenosine methylation of bulk mRNA during the induction of sporulation which includes the meiotic regulators IME1, IME2 and IME4 itself; repressed in haploids via production of antisense IME4 transcripts; transcribed in diploid cells where antisense transcription is repressed; orthologous to human METTL3 (MT-A70)"
CAGL0A03322g,GWK60_A03201,QNG12246.1,GWK60_A03201,,1-to-1,Anc_8.153,YGL194C,HOS2,,"Histone deacetylase and subunit of Set3 and Rpd3L complexes; required for gene activation via specific deacetylation of lysines in H3 and H4 histone tails; subunit of the Set3 complex, a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; co-localizes with Cmr1p in nuclear foci in response to DNA damage by MMS"
CAGL0A03344g,GWK60_A03223,QNG12247.1,GWK60_A03223,,2-to-2,Anc_2.419,YMR119W,ASI1,,"Putative integral membrane E3 ubiquitin ligase; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signalling by maintaining the dormant repressed state of gene expression in the absence of inducing signals; ASI1 has a paralog, ASI3, that arose from the whole genome duplication"
CAGL0A03366g,GWK60_A03245,QNG12248.1,GWK60_A03245,,1-to-2,Anc_2.418,YLR028C,ADE16,,"Enzyme of 'de novo' purine biosynthesis; contains both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophosphate cyclohydrolase activities; ADE16 has a paralog, ADE17, that arose from the whole genome duplication; ade16 ade17 mutants require adenine and histidine"
CAGL0A03388g,GWK60_A03267,QNG12249.1,GWK60_A03267,,1-to-2,Anc_2.417,YLR029C,RPL15A,inviable,"Ribosomal 60S subunit protein L15A; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L15, no bacterial homolog; RPL15A has a paralog, RPL15B, that arose from the whole genome duplication"
CAGL0A03410g,GWK60_A03289,QNG12250.1,GWK60_A03289,,1-to-0,,,,,
CAGL0A03432g,GWK60_A03311,QNG12251.1,GWK60_A03311,,1-to-1,Anc_2.411,YLR032W,RAD5,,DNA helicase; proposed to promote replication fork regression during postreplication repair by template switching; RING finger containing ubiquitin ligase; stimulates the synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; required for error-prone translesion synthesis; forms nuclear foci upon DNA replication stress
CAGL0A03454g,GWK60_A03333,QNG12252.1,GWK60_A03333,,1-to-1,Anc_2.408,YLR033W,RSC58,inviable,"Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation, chromosome stability, and establishing sister chromatid cohesion; involved in telomere maintenance"
CAGL0A03476g,GWK60_A03355,QNG12253.1,SMF3,SMF3,1-to-1,Anc_2.407,YLR034C,SMF3,,Putative divalent metal ion transporter involved in iron homeostasis; transcriptionally regulated by metal ions; member of the Nramp family of metal transport proteins; protein abundance increases in response to DNA replication stress
CAGL0A03498g,GWK60_A03377,QNG12254.1,GWK60_A03377,,1-to-1,Anc_2.405,YLR035C,MLH2,,Protein involved in mismatch repair and meiotic recombination; only certain frameshift intermediates are mismatch repair substrates; forms a complex with Mlh1p
CAGL0A03542g,GWK60_A03421,QNG12255.1,COX12,COX12,1-to-1,Anc_2.403,YLR038C,COX12,,"Subunit VIb of cytochrome c oxidase; cytochrome c oxidase is also known as respiratory Complex IV and is the terminal member of the mitochondrial inner membrane electron transport chain; required for assembly of cytochrome c oxidase but not required for activity after assembly; phosphorylated; easily released from the intermembrane space, suggesting a loose association with Complex IV"
CAGL0A03564g,GWK60_A03443,QNG12256.1,GWK60_A03443,,1-to-1,Anc_2.402,YLR039C,RIC1,,Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes
CAGL0A03586g,GWK60_A03465,QNG12257.1,GWK60_A03465,,1-to-1,Anc_2.398,YLR040C,AFB1,,MATalpha-specific a-factor blocker; contributes to mating efficiency under certain conditions; localizes to the cell wall; predicted to be a GPI-attached protein; upregulated by Mcm1p-Alpha1p transcription factor; partially overlaps the dubious ORF YLR041W
CAGL0A03608g,GWK60_A03487,QNG12258.1,GWK60_A03487,,1-to-0,,,,,
CAGL0A03630g,GWK60_A03509,QNG12259.1,GWK60_A03509,,1-to-1,Anc_1.088,YGR047C,TFC4,inviable,Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102
CAGL0A03652g,GWK60_A03531,QNG12260.1,GWK60_A03531,,1-to-1,Anc_3.122,YBR142W,MAK5,inviable,Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits
CAGL0A03674g,GWK60_A03553,QNG12261.1,GWK60_A03553,,1-to-1,Anc_3.123,YBR141C,BMT2,,Nucleolar S-adenosylmethionine-dependent rRNA methyltransferase; methylates adenine (m1A) of the large subunit (LSU) rRNA at position 2142; belongs to Rossmann fold superfamily; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; YBR141C is not an essential gene
CAGL0A03696g,GWK60_A03575,QNG12262.1,GAL83,GAL83,2-to-2,Anc_3.517,YER027C,GAL83,,"One of three possible beta-subunits of the Snf1 kinase complex; allows nuclear localization of the Snf1 kinase complex in the presence of a nonfermentable carbon source; contains glycogen-binding domain; GAL83 has a paralog, SIP2, that arose from the whole genome duplication"
CAGL0A03718g,GWK60_A03597,QNG12263.1,GWK60_A03597,,1-to-1,Anc_3.515,YGL206C,CHC1,inviable,Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function
CAGL0A03740g,GWK60_A03619,QNG12264.1,GWK60_A03619,,1-to-1,Anc_3.514,YGL205W,POX1,,Fatty-acyl coenzyme A oxidase; involved in the fatty acid beta-oxidation pathway; localized to the peroxisomal matrix
CAGL0A03784g,GWK60_A03663,QNG12265.1,GWK60_A03663,,1-to-1,Anc_8.767,YOR297C,TIM18,inviable,Component of the mitochondrial TIM22 complex; involved in insertion of polytopic proteins into the inner membrane; may mediate assembly or stability of the complex
CAGL0A03806g,GWK60_A03685,QNG12266.1,GWK60_A03685,,1-to-1,Anc_8.768,YOR298W,MUM3,,Protein of unknown function involved in outer spore wall organization; has similarity to the tafazzins superfamily of acyltransferases
CAGL0A03828g,GWK60_A03707,QNG12267.1,GWK60_A03707,,1-to-1,Anc_8.774,YOR301W,RAX1,,Protein involved in bud site selection during bipolar budding; localization requires Rax2p; has similarity to members of the insulin-related peptide superfamily
CAGL0A03872g,GWK60_A03751,QNG12268.1,GWK60_A03751,,1-to-2,Anc_7.342,YLR206W,ENT2,,"Epsin-like protein required for endocytosis and actin patch assembly; functionally redundant with Ent1p; contains clathrin-binding motif at C-terminus; ENT2 has a paralog, ENT1, that arose from the whole genome duplication"
