# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	179925	180182	+	QNG12168.1			uncharacterized protein			GWK60_A01397	258	85	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	180310	181059	-							GWK60_A01419	750		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	180310	181059	-			QNG12169.1	uncharacterized protein			GWK60_A01419	648		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	180310	181059	-	QNG12169.1			uncharacterized protein			GWK60_A01419	648	215	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	182472	183746	+					MIG1		GWK60_A01441	1275		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	182472	183746	+			QNG12170.1	MIG1	MIG1		GWK60_A01441	1275		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	182472	183746	+	QNG12170.1			MIG1	MIG1		GWK60_A01441	1275	424	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	184908	185264	+							GWK60_A01463	357		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	184908	185264	+			QNG12171.1	uncharacterized protein			GWK60_A01463	357		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	184908	185264	+	QNG12171.1			uncharacterized protein			GWK60_A01463	357	118	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	185977	188061	-							GWK60_A01485	2085		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	185977	188061	-			QNG12172.1	uncharacterized protein			GWK60_A01485	2085		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	185977	188061	-	QNG12172.1			uncharacterized protein			GWK60_A01485	2085	694	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	188383	190308	-							GWK60_A01507	1926		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	188383	190308	-			QNG12173.1	uncharacterized protein			GWK60_A01507	1926		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	188383	190308	-	QNG12173.1			uncharacterized protein			GWK60_A01507	1926	641	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	190708	191343	+							GWK60_A01529	636		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	190708	191343	+			QNG12174.1	uncharacterized protein			GWK60_A01529	636		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	190708	191343	+	QNG12174.1			uncharacterized protein			GWK60_A01529	636	211	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	192070	193479	+							GWK60_A01551	1410		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	192070	193479	+			QNG12175.1	uncharacterized protein			GWK60_A01551	1410		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	192070	193479	+	QNG12175.1			uncharacterized protein			GWK60_A01551	1410	469	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	193738	195555	-							GWK60_A01573	1818		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	193738	195555	-			QNG12176.1	uncharacterized protein			GWK60_A01573	1818		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	193738	195555	-	QNG12176.1			uncharacterized protein			GWK60_A01573	1818	605	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	196148	197854	-					HXT4		GWK60_A01595	1707		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	196148	197854	-			QNG12177.1	HXT4	HXT4		GWK60_A01595	1707		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	196148	197854	-	QNG12177.1			HXT4	HXT4		GWK60_A01595	1707	568	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	201317	203008	-					HXT1		GWK60_A01617	1692		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	201317	203008	-			QNG12178.1	HXT1	HXT1		GWK60_A01617	1692		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	201317	203008	-	QNG12178.1			HXT1	HXT1		GWK60_A01617	1692	563	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	205137	206903	-					HXT5		GWK60_A01639	1767		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	205137	206903	-			QNG12179.1	HXT5	HXT5		GWK60_A01639	1767		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	205137	206903	-	QNG12179.1			HXT5	HXT5		GWK60_A01639	1767	588	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	209025	211829	-							GWK60_A01661	2805		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	209025	211829	-			QNG12180.1	uncharacterized protein			GWK60_A01661	2805		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	209025	211829	-	QNG12180.1			uncharacterized protein			GWK60_A01661	2805	934	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	212460	214844	-							GWK60_A01683	2385		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	212460	214844	-			QNG12181.1	uncharacterized protein			GWK60_A01683	2385		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	212460	214844	-	QNG12181.1			uncharacterized protein			GWK60_A01683	2385	794	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	215685	215951	+							GWK60_A01705	267		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	215685	215951	+			QNG12182.1	uncharacterized protein			GWK60_A01705	267		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	215685	215951	+	QNG12182.1			uncharacterized protein			GWK60_A01705	267	88	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	216271	227502	+							GWK60_A01727	11232		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	216271	227502	+			QNG12183.1	uncharacterized protein			GWK60_A01727	11232		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	216271	227502	+	QNG12183.1			uncharacterized protein			GWK60_A01727	11232	3743	
gene	tRNA	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	227656	227726	-							GWK60_A01749	71		
tRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	227656	227726	-				tRNA-Gly			GWK60_A01749	71		
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	228106	229326	+							GWK60_A01771	1221		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	228106	229326	+			QNG12184.1	uncharacterized protein			GWK60_A01771	1221		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	228106	229326	+	QNG12184.1			uncharacterized protein			GWK60_A01771	1221	406	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	229436	231463	-							GWK60_A01793	2028		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	229436	231463	-			QNG12185.1	uncharacterized protein			GWK60_A01793	2028		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	229436	231463	-	QNG12185.1			uncharacterized protein			GWK60_A01793	2028	675	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	231832	232212	-							GWK60_A01815	381		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	231832	232212	-			QNG12186.1	uncharacterized protein			GWK60_A01815	381		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	231832	232212	-	QNG12186.1			uncharacterized protein			GWK60_A01815	381	126	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	232956	235028	-							GWK60_A01837	2073		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	232956	235028	-			QNG12187.1	uncharacterized protein			GWK60_A01837	2073		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	232956	235028	-	QNG12187.1			uncharacterized protein			GWK60_A01837	2073	690	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	236896	239226	+							GWK60_A01859	2331		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	236896	239226	+			QNG12188.1	uncharacterized protein			GWK60_A01859	2331		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	236896	239226	+	QNG12188.1			uncharacterized protein			GWK60_A01859	2331	776	
gene	tRNA	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	239543	239615	+							GWK60_A01881	73		
tRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	239543	239615	+				tRNA-Ala			GWK60_A01881	73		
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	239787	241808	-							GWK60_A01903	2022		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	239787	241808	-			QNG12189.1	uncharacterized protein			GWK60_A01903	2022		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	239787	241808	-	QNG12189.1			uncharacterized protein			GWK60_A01903	2022	673	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	242419	244065	+							GWK60_A01925	1647		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	242419	244065	+			QNG12190.1	uncharacterized protein			GWK60_A01925	1647		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	242419	244065	+	QNG12190.1			uncharacterized protein			GWK60_A01925	1647	548	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	244279	245421	-							GWK60_A01947	1143		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	244279	245421	-			QNG12191.1	uncharacterized protein			GWK60_A01947	1143		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	244279	245421	-	QNG12191.1			uncharacterized protein			GWK60_A01947	1143	380	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	246399	247580	+							GWK60_A01969	1182		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	246399	247580	+			QNG12192.1	uncharacterized protein			GWK60_A01969	1182		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	246399	247580	+	QNG12192.1			uncharacterized protein			GWK60_A01969	1182	393	
gene	tRNA	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	247756	247827	-							GWK60_A01991	72		
tRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	247756	247827	-				tRNA-Gln			GWK60_A01991	72		
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	248086	249903	-							GWK60_A02013	1818		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	248086	249903	-			QNG12193.1	uncharacterized protein			GWK60_A02013	1818		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	248086	249903	-	QNG12193.1			uncharacterized protein			GWK60_A02013	1818	605	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	250700	252358	-					HXT6/7		GWK60_A02035	1659		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	250700	252358	-			QNG12194.1	HXT6/7	HXT6/7		GWK60_A02035	1659		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	250700	252358	-	QNG12194.1			HXT6/7	HXT6/7		GWK60_A02035	1659	552	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	256975	258624	-					HXT4/6/7		GWK60_A02057	1650		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	256975	258624	-			QNG12195.1	HXT4/6/7	HXT4/6/7		GWK60_A02057	1650		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	256975	258624	-	QNG12195.1			HXT4/6/7	HXT4/6/7		GWK60_A02057	1650	549	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	263580	264401	+							GWK60_A02079	822		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	263580	264401	+			QNG12196.1	uncharacterized protein			GWK60_A02079	822		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	263580	264401	+	QNG12196.1			uncharacterized protein			GWK60_A02079	822	273	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	265990	266844	+							GWK60_A02101	855		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	265990	266844	+			QNG12197.1	uncharacterized protein			GWK60_A02101	855		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	265990	266844	+	QNG12197.1			uncharacterized protein			GWK60_A02101	855	284	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	267343	269013	-					HXT3		GWK60_A02123	1671		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	267343	269013	-			QNG12198.1	HXT3	HXT3		GWK60_A02123	1671		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	267343	269013	-	QNG12198.1			HXT3	HXT3		GWK60_A02123	1671	556	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	270009	270275	+							GWK60_A02145	267		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	270009	270275	+			QNG12199.1	uncharacterized protein			GWK60_A02145	267		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	270009	270275	+	QNG12199.1			uncharacterized protein			GWK60_A02145	267	88	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	271399	272730	-							GWK60_A02167	1332		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	271399	272730	-			QNG12200.1	uncharacterized protein			GWK60_A02167	1332		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	271399	272730	-	QNG12200.1			uncharacterized protein			GWK60_A02167	1332	443	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	273815	274774	+							GWK60_A02189	960		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	273815	274774	+			QNG12201.1	uncharacterized protein			GWK60_A02189	960		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	273815	274774	+	QNG12201.1			uncharacterized protein			GWK60_A02189	960	319	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	275232	276569	-							GWK60_A02211	1338		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	275232	276569	-			QNG12202.1	uncharacterized protein			GWK60_A02211	1338		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	275232	276569	-	QNG12202.1			uncharacterized protein			GWK60_A02211	1338	445	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	276959	278722	-					YPS7		GWK60_A02233	1764		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	276959	278722	-			QNG12203.1	YPS7	YPS7		GWK60_A02233	1764		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	276959	278722	-	QNG12203.1			YPS7	YPS7		GWK60_A02233	1764	587	
gene	tRNA	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	279035	279107	+							GWK60_A02255	73		
tRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	279035	279107	+				tRNA-Met			GWK60_A02255	73		
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	279298	281022	-							GWK60_A02277	1725		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	279298	281022	-			QNG12204.1	uncharacterized protein			GWK60_A02277	1725		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	279298	281022	-	QNG12204.1			uncharacterized protein			GWK60_A02277	1725	574	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	281204	283804	+							GWK60_A02299	2601		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	281204	283804	+			QNG12205.1	uncharacterized protein			GWK60_A02299	2601		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	281204	283804	+	QNG12205.1			uncharacterized protein			GWK60_A02299	2601	866	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	284239	285189	+							GWK60_A02321	951		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	284239	285189	+			QNG12206.1	uncharacterized protein			GWK60_A02321	951		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	284239	285189	+	QNG12206.1			uncharacterized protein			GWK60_A02321	951	316	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	285630	286589	+							GWK60_A02343	960		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	285630	286589	+			QNG12207.1	uncharacterized protein			GWK60_A02343	960		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	285630	286589	+	QNG12207.1			uncharacterized protein			GWK60_A02343	960	319	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	286832	288025	-							GWK60_A02365	1194		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	286832	288025	-			QNG12208.1	uncharacterized protein			GWK60_A02365	1194		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	286832	288025	-	QNG12208.1			uncharacterized protein			GWK60_A02365	1194	397	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	292062	293201	+							GWK60_A02387	1140		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	292062	293201	+			QNG12209.1	uncharacterized protein			GWK60_A02387	1140		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	292062	293201	+	QNG12209.1			uncharacterized protein			GWK60_A02387	1140	379	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	293614	296232	+							GWK60_A02409	2619		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	293614	296232	+			QNG12210.1	uncharacterized protein			GWK60_A02409	2619		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	293614	296232	+	QNG12210.1			uncharacterized protein			GWK60_A02409	2619	872	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	296308	296610	-							GWK60_A02431	303		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	296308	296610	-			QNG12211.1	uncharacterized protein			GWK60_A02431	303		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	296308	296610	-	QNG12211.1			uncharacterized protein			GWK60_A02431	303	100	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	296784	298550	+							GWK60_A02453	1767		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	296784	298550	+			QNG12212.1	uncharacterized protein			GWK60_A02453	1767		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	296784	298550	+	QNG12212.1			uncharacterized protein			GWK60_A02453	1767	588	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	298781	301912	-							GWK60_A02475	3132		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	298781	301912	-			QNG12213.1	uncharacterized protein			GWK60_A02475	3132		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	298781	301912	-	QNG12213.1			uncharacterized protein			GWK60_A02475	3132	1043	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	302446	303276	-							GWK60_A02497	831		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	302446	303276	-			QNG12214.1	uncharacterized protein			GWK60_A02497	831		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	302446	303276	-	QNG12214.1			uncharacterized protein			GWK60_A02497	831	276	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	303502	305559	-							GWK60_A02519	2058		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	303502	305559	-			QNG12215.1	uncharacterized protein			GWK60_A02519	2058		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	A	CP048230.1	303502	305559	-	QNG12215.1			uncharacterized protein			GWK60_A02519	2058	685	
