Chromosome,Strand,Position,Reads,Gene
I,C,114612,1,nan
I,C,114621,1,nan
I,C,114649,31,nan
I,C,114655,1,nan
I,C,114656,276,nan
I,C,114755,1,nan
I,C,114821,24,nan
I,C,115006,1,nan
I,C,115074,1,nan
I,C,115131,2,nan
I,C,115227,1,nan
I,C,115233,1,nan
I,C,115244,237,nan
I,C,115252,3,nan
I,C,115256,6,nan
I,C,115318,17,nan
I,C,115330,1,nan
I,C,115362,4,nan
I,C,115382,2,nan
I,C,115394,1,nan
I,C,115397,48,nan
I,C,115399,121,nan
I,C,115422,2,nan
I,C,115498,50,nan
I,C,115499,1,nan
I,C,115515,2,nan
I,C,115567,1,nan
I,C,115569,206,nan
I,C,115573,43,nan
I,C,115578,12,nan
I,C,115581,1,nan
I,C,115588,190,nan
I,C,115609,1,nan
I,C,115780,1,nan
I,C,115789,57,nan
I,C,115795,5,nan
I,C,115797,1,nan
I,C,115816,1,nan
I,C,115817,891,nan
I,C,115953,2,nan
I,C,115957,1,nan
I,C,116012,1,nan
I,C,116018,1,nan
I,C,116136,1,nan
I,C,116216,8,nan
I,C,116283,87,nan
I,C,116294,1,nan
I,C,116295,32,nan
I,C,116299,29,nan
I,C,116312,1,nan
I,C,116357,4,nan
I,C,116437,2,nan
I,C,116471,1,nan
I,C,116492,1,nan
I,C,116521,1,nan
I,C,116628,1,nan
I,C,116700,28,nan
I,C,116810,41,nan
I,C,117026,6,nan
I,C,117178,1,nan
I,C,117358,1,nan
I,C,117359,81,nan
I,C,117380,48,nan
I,C,117423,3,nan
I,C,117507,4,nan
I,C,117525,1,nan
I,C,117574,216,nan
I,C,117597,2,nan
I,C,117598,2,nan
I,C,117669,53,nan
I,C,117684,30,nan
I,C,117744,1,nan
I,C,117948,1,nan
I,C,117957,3,nan
I,C,118022,19,nan
I,C,118114,10,nan
I,C,118427,1,nan
I,C,118617,1,nan
I,C,118659,3,nan
I,C,118661,1,nan
I,C,118700,10,nan
I,C,118768,1,nan
I,C,118839,5,nan
I,C,118876,1,nan
I,C,118879,1,nan
I,C,118938,67,nan
I,C,118967,1,nan
I,C,118971,1,nan
I,C,118972,1,nan
I,C,119085,2,nan
I,C,119235,1,nan
I,C,119241,2,nan
I,C,119422,221,nan
I,C,119440,3,nan
I,C,119467,1,nan
I,C,119476,3,nan
I,C,119479,17,nan
I,C,119482,2,nan
I,C,119617,2,nan
I,C,119896,6,nan
I,C,119907,41,nan
I,C,120065,1,nan
I,C,120122,1,nan
I,C,120201,105,nan
I,C,120243,1,nan
I,C,120250,2,nan
I,C,120261,8,nan
I,C,120265,1,nan
I,C,120284,39,nan
I,C,120287,10,nan
I,C,120301,4,nan
I,C,120315,1,nan
I,C,120319,1,nan
I,C,120321,99,nan
I,C,120350,3,nan
I,C,120361,5,nan
I,C,120363,620,nan
I,C,120364,1,nan
I,C,120376,101,nan
I,C,120380,2,nan
I,C,120439,8,nan
I,C,120459,1,nan
I,C,120637,1,nan
I,C,120643,6,nan
I,C,120673,381,nan
I,C,120674,3,nan
I,C,120740,2,nan
I,C,120816,419,nan
I,C,120834,2,nan
I,C,120947,1,nan
I,C,121026,1,nan
I,C,121096,14,nan
I,C,121226,2,nan
I,C,121314,281,nan
I,C,121338,6,nan
I,C,121340,244,nan
I,C,121542,1,nan
I,C,121759,11,nan
I,C,121793,12,nan
I,C,121806,2,nan
I,C,121882,5,nan
I,C,122360,6,nan
I,C,122440,1,nan
I,C,122544,25,nan
I,C,122547,3,nan
I,C,122548,1793,nan
I,C,122549,2,nan
I,C,122550,3,nan
I,C,122564,2,nan
I,C,122568,3,nan
I,C,122582,17,nan
I,C,122588,1,nan
I,C,122595,15,nan
I,C,122644,19,nan
I,C,122645,6,nan
I,C,122648,408,nan
I,C,122649,1,nan
I,C,122650,3,nan
I,C,122654,102,nan
I,C,122655,1,nan
I,C,122669,114,nan
I,C,122700,2,nan
I,C,122715,46,nan
I,C,122734,1,nan
I,C,122766,4,nan
I,C,122799,48,nan
I,C,122883,1,nan
I,C,122907,50,nan
I,C,122937,2,nan
I,C,123183,5,nan
I,C,123186,3,nan
I,C,123243,1,nan
I,C,123251,2,nan
I,C,123355,130,nan
I,C,123390,6,nan
I,C,123399,366,nan
I,C,123402,67,nan
I,C,123420,4,nan
I,C,123448,39,nan
I,C,123530,18,nan
I,C,123546,1,nan
I,C,123594,65,nan
I,C,123614,80,nan
I,C,123648,1,nan
I,C,123741,1,nan
I,C,123750,1,nan
I,C,123752,6,nan
I,C,123765,3,nan
I,C,123779,28,nan
I,C,123780,14,nan
I,C,123786,2,nan
I,C,123789,73,nan
I,C,123793,74,nan
I,C,123797,1,nan
I,C,123806,1,nan
I,C,123828,2,nan
I,C,123849,2,nan
I,C,123869,63,nan
I,C,123888,28,nan
I,C,123897,2,nan
I,C,123948,2,nan
I,C,124287,2,nan
I,C,124305,2,nan
I,C,124352,31,nan
I,C,124443,1,nan
I,C,124444,1,nan
I,C,124598,1,nan
I,C,124627,14,nan
I,C,124760,114,nan
I,C,124762,1,nan
I,C,124772,22,nan
I,C,124786,206,nan
I,C,124788,110,nan
I,C,124790,16,nan
I,C,124793,219,nan
I,C,124801,2,nan
I,C,124805,2,nan
I,C,124888,29,nan
I,C,124959,16,nan
I,C,125129,42,nan
I,C,125146,8,nan
I,C,125147,1,nan
I,C,125148,102,nan
I,C,125167,2,nan
I,C,125168,1,nan
I,C,125173,1,nan
I,C,125174,130,nan
I,C,125181,116,nan
I,C,125183,1,nan
I,C,125242,1,nan
I,C,125273,1,nan
I,C,125280,1,nan
I,C,125284,45,nan
I,C,125347,20,nan
I,C,125350,1,nan
I,C,125389,57,nan
I,C,125393,1,nan
I,C,125395,1,nan
I,C,125396,23,nan
I,C,125397,317959,nan
I,C,125398,428,nan
I,C,125401,1,nan
I,C,125406,1,nan
I,C,125407,502,nan
I,C,125432,7,nan
I,C,125445,1,nan
I,C,125446,70,nan
I,C,125449,4,nan
I,C,125455,4,nan
I,C,125474,1,nan
I,C,125576,1,nan
I,C,125578,5,nan
I,C,125630,1,nan
I,C,125700,1,nan
I,C,125702,2,nan
I,C,125743,1,nan
I,C,125749,1,nan
I,C,125769,1,nan
I,C,125805,1,nan
I,C,125810,7,nan
I,C,125842,23,nan
I,C,126001,85,nan
I,C,126239,10,nan
I,C,126258,52,nan
I,C,126269,1,nan
I,C,126302,1,nan
I,C,126331,2,nan
I,C,126339,1,nan
I,C,126398,2,nan
I,C,126442,7,nan
I,C,126505,13,nan
I,C,126672,4,nan
I,C,126795,368,nan
I,C,126810,1,nan
I,C,126854,1,nan
I,C,127177,2,nan
I,C,127193,4,nan
I,C,127228,128,nan
I,C,127302,1,nan
I,C,127330,1,nan
I,C,127566,1,nan
I,C,127580,2,nan
I,C,127721,2,nan
I,C,127802,2,nan
I,C,127893,201,nan
I,C,127894,1,nan
I,C,128047,29,nan
I,C,128088,23,nan
I,C,128385,105,nan
I,C,128399,1,nan
I,C,128545,13,nan
I,C,128599,1,nan
I,C,128600,9,nan
I,C,128968,3,nan
I,C,129145,1,nan
I,C,129149,3,nan
I,C,129155,2,nan
I,C,129163,4,nan
I,C,129171,316,nan
I,C,129187,1,nan
I,C,129194,2,nan
I,C,129259,1,nan
I,C,129324,11,nan
I,C,129330,24,nan
I,C,129338,32,nan
I,C,129341,350,nan
I,C,129342,2,nan
I,C,129386,19,nan
I,C,129392,5,nan
I,C,129394,9,nan
I,C,129420,1,nan
I,C,129427,9,nan
I,C,129429,2,nan
I,C,129435,7,nan
I,C,129436,315,nan
I,C,129437,1,nan
I,C,129443,5,nan
I,C,129444,797,nan
I,C,129451,2,nan
I,C,129459,1,nan
I,C,129482,1,nan
I,C,129497,2,nan
I,C,129709,5,nan
I,C,129727,1,nan
I,C,129825,76,nan
I,C,129894,1,nan
I,C,130025,63,nan
I,C,130026,1,nan
I,C,130047,198,nan
I,C,130056,43,nan
I,C,130128,7,nan
I,C,130132,26,nan
I,C,130194,37,nan
I,C,130196,2,nan
I,C,130408,2,nan
I,C,130421,29,nan
I,C,130455,1,nan
I,C,130511,1,nan
I,C,130610,1,nan
I,C,130672,11,nan
I,C,130712,8,nan
I,C,130989,2,nan
I,C,131086,19,nan
I,C,131088,2,nan
I,C,131125,27,nan
I,C,131363,14,nan
I,C,131380,269,nan
I,C,131381,1,nan
I,C,131404,5,nan
I,C,131464,1,nan
I,C,131466,1,nan
I,C,131503,4,nan
I,C,131668,1,nan
I,C,131702,312,nan
I,C,132076,265,nan
I,C,132082,2,nan
I,C,132246,6,nan
I,C,132271,21,nan
I,C,132349,1,nan
I,C,132367,1,nan
I,C,132384,5,nan
I,C,132427,138,nan
I,C,132428,1,nan
I,C,132542,60,nan
I,C,132589,128,nan
I,C,132633,23,nan
I,C,132757,2,nan
I,C,132798,11,nan
I,C,132914,1,nan
I,C,133222,2,nan
I,C,133324,1,nan
I,C,133352,1,nan
I,C,133364,1,nan
I,C,133370,56,nan
I,C,133372,4,nan
I,C,133380,1,nan
I,C,133423,5,nan
I,C,133425,1,nan
I,C,133538,2,nan
I,C,133633,2,nan
I,C,133685,15,nan
I,C,133728,9,nan
I,C,133996,1,nan
I,C,134197,4,nan
I,C,134480,1,nan
I,C,134527,132,nan
I,C,134736,2,nan
I,C,134783,1,nan
I,C,134914,7,nan
I,C,135198,2,nan
I,C,135208,3,nan
I,C,135301,1,nan
I,C,135389,1,nan
I,C,135423,45,nan
I,C,135425,1,nan
I,C,135544,1,nan
I,C,135624,1,nan
I,C,135704,2,nan
I,C,135713,36,nan
I,C,135715,2,nan
I,C,135718,85,nan
I,C,135722,3,nan
I,C,135737,59,nan
I,C,135744,21,nan
I,C,135746,1,nan
I,C,135802,11,nan
I,C,135808,1,nan
I,C,135976,2,nan
I,C,135989,1,nan
I,C,136027,1,nan
I,C,136038,1,nan
I,C,136059,1,nan
I,C,136061,1,nan
I,C,136081,141,nan
I,C,136089,9,nan
I,C,136097,45,nan
I,C,136099,35,nan
I,C,136110,1,nan
I,C,136139,197,nan
I,C,136140,1,nan
I,C,136185,2,nan
I,C,136194,7,nan
I,C,136223,13,nan
I,C,136246,1,nan
I,C,136291,7,nan
I,C,136295,65,nan
I,C,136303,44,nan
I,C,136369,1,nan
I,C,136406,65,nan
I,C,136626,1,nan
I,C,136639,2,nan
I,C,136711,4,nan
I,C,136718,1,nan
I,C,136734,1,nan
I,C,137171,1,nan
I,C,137267,1,nan
I,C,137271,1,nan
I,C,137296,1,nan
I,C,137329,4,nan
I,C,137503,1,nan
I,C,137509,10,nan
I,C,137611,1,nan
I,C,137671,2,nan
I,C,137881,1,nan
I,C,138400,1,nan
I,C,138411,5,nan
I,C,138505,2,nan
I,C,138884,1,nan
I,C,138951,8,nan
I,C,138966,1,nan
I,C,139014,1,nan
I,C,139101,1,nan
I,C,139144,1,nan
I,C,139315,22,nan
I,C,139346,136,nan
I,C,139605,8,nan
I,C,139646,1,nan
I,C,139647,5,nan
I,C,139711,1,nan
I,C,139806,1,nan
I,C,140140,13,nan
I,C,140180,7,nan
I,C,140227,1,nan
I,C,140405,1,nan
I,C,140408,2,nan
I,C,140411,15,nan
I,C,140416,28,nan
I,C,140435,1,nan
I,C,140466,1,nan
I,C,140485,1,nan
I,C,140665,1,nan
I,C,140820,2,nan
I,C,140866,5,nan
I,C,140917,2,nan
I,C,140949,66,nan
I,C,141000,56,nan
I,C,141034,9,nan
I,C,141113,13,nan
I,C,141124,1,nan
I,C,141175,1,nan
I,C,141258,1,nan
I,C,141427,44,nan
I,C,141545,1,nan
I,C,141560,72,nan
I,C,141597,2,nan
I,C,141615,229,nan
I,C,141648,10,nan
I,C,141655,54,nan
I,C,141660,1,nan
I,C,141664,13,nan
I,C,141763,1,nan
I,C,141781,1,nan
I,C,141787,2,nan
I,C,141906,3,nan
I,C,141908,81,nan
I,C,141912,126,nan
I,C,141917,3,nan
I,C,141923,17,nan
I,C,141929,1,nan
I,C,141964,1,nan
I,C,141966,1,nan
I,C,142070,6,nan
I,C,142074,3,nan
I,C,142098,18,nan
I,C,142101,1,nan
I,C,142103,9,nan
I,C,142107,6,nan
I,C,142118,1,nan
I,C,142126,120,nan
I,C,142297,2,nan
I,C,142301,17,nan
I,C,142314,1,nan
I,C,142325,56,nan
I,C,142326,1,nan
I,C,142367,718,nan
I,C,142462,1,nan
I,C,142511,3,nan
I,C,142863,3,nan
I,C,142967,4,nan
I,C,143620,3,nan
I,C,143621,7,nan
I,C,143629,148,nan
I,C,143633,1,nan
I,C,143753,5,nan
I,C,143892,4,nan
I,C,143900,3,nan
I,C,143901,6,nan
I,C,144032,1,nan
I,C,144119,90,nan
I,C,144242,6,nan
I,C,144299,1,nan
I,C,144375,1,nan
I,C,144394,23,nan
I,C,144399,1,nan
I,C,144403,3,nan
I,C,144405,10,nan
I,C,144410,1,nan
I,C,144521,4,nan
I,C,144686,36,nan
I,C,144711,2,nan
I,C,144732,1,nan
I,C,144788,7,nan
I,C,144844,1,nan
I,C,144929,2,nan
I,C,144981,1,nan
I,C,144989,240,nan
I,C,145173,1,nan
I,C,145301,10,nan
I,C,145380,1,nan
I,C,145412,1,nan
I,C,145611,1,nan
I,C,145612,413,nan
I,C,145679,1,nan
I,C,145695,4,nan
I,C,145746,1,nan
I,C,145960,3,nan
I,C,146054,1,nan
I,C,146155,1,nan
I,C,146243,26,nan
I,C,146266,1,nan
I,C,146302,3,nan
I,C,146321,34,nan
I,C,146539,1,nan
I,C,146571,1,nan
I,C,146573,1,nan
I,C,146598,1,nan
I,C,146628,17,nan
I,C,146677,1,nan
I,C,146688,1,nan
I,C,146694,5,nan
I,C,146705,1,nan
I,C,146750,179,nan
I,C,146854,1,nan
I,C,146948,65,nan
I,C,146978,1,nan
I,C,146994,82,nan
I,C,147000,1,nan
I,C,147006,3,nan
I,C,147007,1,nan
I,C,147008,266,nan
I,C,147010,3,nan
I,C,147011,4,nan
I,C,147015,2,nan
I,C,147018,1,nan
I,C,147042,4,nan
I,C,147046,63,nan
I,C,147047,1,nan
I,C,147048,2,nan
I,C,147050,6,nan
I,C,147051,17,nan
I,C,147054,1,nan
I,C,147056,33,nan
I,C,147060,13,nan
I,C,147073,276,nan
I,C,147074,1,nan
I,C,147075,19,nan
I,C,147076,16,nan
I,C,147080,34,nan
I,C,147090,47,nan
I,C,147163,4,nan
I,C,147172,174,nan
I,C,147183,35,nan
I,C,147245,3,nan
I,C,147334,1,nan
I,C,147337,1,nan
I,C,147338,231,nan
I,C,147534,6,nan
I,C,147678,1,nan
I,C,147970,1,nan
I,C,147988,83,nan
I,C,148095,1,nan
I,C,148116,51,nan
I,C,148544,4,nan
I,C,148602,18,nan
I,C,148610,2,nan
I,C,148760,69,nan
I,C,148857,1,nan
I,C,148865,46,nan
I,C,149109,1,nan
I,C,149135,2,nan
I,C,149153,8,nan
I,C,149154,720,nan
I,C,149155,3,nan
I,C,149191,222,nan
I,C,149192,1,nan
I,C,149208,1,nan
I,C,149217,2,nan
I,C,149281,1,nan
I,C,149284,3,nan
I,C,149329,3,nan
I,C,149343,457,nan
I,C,149383,1,nan
I,C,149391,1,nan
I,C,149442,1,nan
I,C,149446,1,nan
I,C,149551,1,nan
I,C,149552,111,nan
I,C,149573,590,nan
I,C,149574,1,nan
I,C,149575,744,nan
I,C,149576,2,nan
I,C,149583,1,nan
I,C,149584,1,nan
I,C,149604,3,nan
I,C,149610,7,nan
I,C,149663,1,nan
I,C,149671,7,nan
I,C,149817,8,nan
I,C,149827,1,nan
I,C,149856,9,nan
I,C,149933,103,nan
I,C,149934,1,nan
I,C,149976,18,nan
I,C,150014,3,nan
I,C,150172,22,nan
I,C,150176,1,nan
I,C,150178,1,nan
I,C,150180,257,nan
I,C,150181,1,nan
I,C,150287,24,nan
I,C,150313,105,nan
I,C,150317,1,nan
I,C,150321,6,nan
I,C,150334,8,nan
I,C,150349,427,nan
I,C,150351,72,nan
I,C,150356,310,nan
I,C,150395,7,nan
I,C,150397,1,nan
I,C,150511,1,nan
I,C,150547,3,nan
I,C,150554,1,nan
I,C,150593,1,nan
I,C,150615,1,nan
I,C,150635,1,nan
I,C,150637,1,nan
I,C,150644,55,nan
I,C,150646,2,nan
I,C,150648,17,nan
I,C,150650,3,nan
I,C,150654,9,nan
I,C,150665,3,nan
I,C,150689,2,nan
I,C,150691,1,nan
I,C,150703,3,nan
I,C,150962,3,nan
I,C,150964,2,nan
I,C,150978,8,nan
I,C,150981,1,nan
I,C,150984,1,nan
I,C,151002,2,nan
I,C,151023,4,nan
I,C,151032,45,nan
I,C,151036,50,nan
I,C,151038,19,nan
I,C,151056,40,nan
I,C,151083,141,nan
I,C,151085,32,nan
I,C,151092,41,nan
I,C,151099,2,nan
I,C,151101,34,nan
I,C,151105,17,nan
I,C,151107,1,nan
I,C,151114,19,nan
I,C,151278,4,nan
I,C,151282,1,nan
I,C,151295,2,nan
I,C,151343,43,nan
I,C,151347,1,nan
I,C,151356,1,nan
I,C,151378,1,nan
I,C,151396,12,nan
I,C,151400,1,nan
I,C,151442,2,nan
I,C,151446,2,nan
I,C,151448,28,nan
I,C,151449,1,nan
I,C,151452,313,nan
I,C,151453,62,nan
I,C,151539,2,nan
I,C,151547,140,nan
I,C,151556,1,nan
I,C,151570,1,nan
I,C,151571,1,nan
I,C,151574,101,nan
I,C,151576,68,nan
I,C,151582,1,nan
I,C,151649,1,nan
I,C,151670,15,nan
I,C,151754,1,nan
I,C,151798,2,nan
I,C,151799,3,nan
I,C,151807,2,nan
I,C,151813,2,nan
I,C,151842,21,nan
I,C,151860,1,nan
I,C,151885,111,nan
I,C,151888,2,nan
I,C,151889,927,nan
I,C,152042,29,nan
I,C,152130,36,nan
I,C,152411,2,nan
I,C,152422,1,nan
I,C,152650,5,nan
I,C,152793,2,nan
I,C,152830,8,nan
I,C,152848,27,nan
I,C,152923,1,nan
I,C,152974,1,nan
I,C,152990,1,nan
I,C,153133,9,nan
I,C,153135,3,nan
I,C,153265,860,nan
I,C,153266,2,nan
I,C,153430,17,nan
I,C,153566,1,nan
I,C,153903,1,nan
I,C,154001,5,nan
I,C,154004,1,nan
I,C,154253,1,nan
I,C,154614,648,nan
I,C,154695,3,nan
I,C,154728,2,nan
I,C,154810,1,nan
I,C,154925,1,nan
I,C,154959,1,nan
I,C,154968,33,nan
I,C,154971,3,nan
I,C,155030,1,nan
I,C,155148,1,nan
I,C,155187,27,nan
I,C,155249,2,nan
I,C,155322,4,nan
I,C,155340,1,nan
I,C,155346,1,nan
I,C,155412,22,nan
I,C,155435,2,nan
I,C,155467,3,nan
I,C,155488,22,nan
I,C,155489,1,nan
I,C,155499,9,nan
I,C,155501,2,nan
I,C,155547,109,nan
I,C,155549,75,nan
I,C,155562,2,nan
I,C,155569,17,nan
I,C,155581,149,nan
I,C,155585,1,nan
I,C,155683,2,nan
I,C,155695,1,nan
I,C,155735,24,nan
I,C,155813,1,nan
I,C,155896,1,nan
I,C,155900,7,nan
I,C,155930,5,nan
I,C,155953,324,nan
I,C,155957,2108,nan
I,C,155959,187,nan
I,C,155977,1,nan
I,C,155983,3,nan
I,C,155985,1,nan
I,C,155996,1148,nan
I,C,155997,3,nan
I,C,156002,2,nan
I,C,156008,14,nan
I,C,156020,1,nan
I,C,156033,4,nan
I,C,156048,2,nan
I,C,156053,15,nan
I,C,156059,5,nan
I,C,156073,58,nan
I,C,156091,2,nan
I,C,156092,2,nan
I,C,156106,1,nan
I,C,156108,8,nan
I,C,156123,9,nan
I,C,156241,4,nan
I,C,156243,10,nan
I,C,156246,12,nan
I,C,156282,3,nan
I,C,156293,85,nan
I,C,156308,3,nan
I,C,156322,63,nan
I,C,156338,1,nan
I,C,156383,1,nan
I,C,156426,6,nan
I,C,156452,62,nan
I,C,156535,51,nan
I,C,156551,1,nan
I,C,156609,20,nan
I,C,156732,6,nan
I,C,156876,3,nan
I,C,156904,1,nan
I,C,156906,222,nan
I,C,156958,1,nan
I,C,156972,124,nan
I,C,156973,1,nan
I,C,157020,1,nan
I,C,157111,2,nan
I,C,157113,1,nan
I,C,157148,17,nan
I,C,157170,1,nan
I,C,157310,1,nan
I,C,157311,1,nan
I,C,157321,1,nan
I,C,157323,1,nan
I,C,157395,1,nan
I,C,157411,4,nan
I,C,157441,1,nan
I,C,157551,8,nan
I,C,157639,2,nan
I,C,157693,1,nan
I,C,157725,1,nan
I,C,157757,2,nan
I,C,157814,1,nan
I,C,157816,1,nan
I,C,157841,3,nan
I,C,157959,11,nan
I,C,157973,1,nan
I,C,157975,2,nan
I,C,158000,94,nan
I,C,158002,1,nan
I,C,158015,3,nan
I,C,158026,2,nan
I,C,158034,2,nan
I,C,158078,30,nan
I,C,158104,1290,nan
I,C,158105,2,nan
I,C,158106,18,nan
I,C,158115,12,nan
I,C,158135,3,nan
I,C,158302,11,nan
I,C,158310,4,nan
I,C,158323,1,nan
I,C,158327,1,nan
I,C,158329,19,nan
I,C,158423,1,nan
I,C,158513,25,nan
I,C,158519,5,nan
I,C,158521,38,nan
I,C,158705,31,nan
I,C,158709,87,nan
I,C,158751,18,nan
I,C,158789,10,nan
I,C,158828,1,nan
I,C,158844,2,nan
I,C,158888,34,nan
I,C,158908,6,nan
I,C,158912,4,nan
I,C,158913,1,nan
I,C,158938,1,nan
I,C,159210,1,nan
I,C,159216,2,nan
I,C,159239,4,nan
I,C,159360,11,nan
I,C,159365,3,nan
I,C,159378,42,nan
I,C,159398,104,nan
I,C,159457,4,nan
I,C,159474,1,nan
I,C,159551,2,nan
I,C,159559,169,nan
I,C,159634,1,nan
I,C,159637,13,nan
I,C,159676,72,nan
I,C,159684,1,nan
I,C,159811,1,nan
I,C,159816,1,nan
I,C,159935,1,nan
I,C,160023,234,nan
I,C,160024,1,nan
I,C,160027,6,nan
I,C,160040,3,nan
I,C,160075,12,nan
I,C,160114,246,nan
I,C,160196,1,nan
I,C,160257,455,nan
I,C,160270,1,nan
I,C,160521,2,nan
I,C,160545,2,nan
I,C,160546,31,nan
I,C,160549,4,nan
I,C,160606,2,nan
I,C,160615,2,nan
I,C,160713,13,nan
I,C,160755,1,nan
I,C,160998,1,nan
I,C,161011,121,nan
I,C,161012,1,nan
I,C,161048,30,nan
I,C,161054,40,nan
I,C,161062,29,nan
I,C,161100,15,nan
I,C,161107,1,nan
I,C,161152,16,nan
I,C,161169,19,nan
I,C,161224,86,nan
I,C,161251,5,nan
I,C,161285,1,nan
I,C,161311,2,nan
I,C,161395,8,nan
I,C,161508,42,nan
I,C,161509,1,nan
I,C,161530,1,nan
I,C,161531,1103,nan
I,C,161532,1,nan
I,C,161617,2,nan
I,C,161660,1,nan
I,C,161661,53,nan
I,C,161663,1,nan
I,C,161704,1,nan
I,C,161810,3,nan
I,C,161814,2,nan
I,C,161818,8,nan
I,C,161863,1,nan
I,C,161943,1,nan
I,C,161998,3,nan
I,C,162008,1,nan
I,C,162057,1,nan
I,C,162135,207,nan
I,C,162146,1,nan
I,C,162296,23,nan
I,C,162390,1,nan
I,C,162449,1,nan
I,C,162480,1,nan
I,C,162482,2,nan
I,C,162527,28,nan
I,C,162544,31,nan
I,C,162553,63,nan
I,C,162677,1,nan
I,C,162701,3,nan
I,C,162706,1,nan
I,C,162716,1,nan
I,C,162720,3,nan
I,C,162734,17,nan
I,C,162736,241,nan
I,C,162744,2,nan
I,C,162747,1,nan
I,C,162750,40,nan
I,C,162752,2,nan
I,C,162756,2,nan
I,C,162763,162,nan
I,C,162764,2,nan
I,C,162770,3,nan
I,C,162800,572,nan
I,C,162825,4,nan
I,C,162881,25,nan
I,C,162955,1,nan
I,C,162973,3,nan
I,C,162984,8,nan
I,C,163021,1,nan
I,C,163053,2,nan
I,C,163079,17,nan
I,C,163122,13,nan
I,C,163136,1,nan
I,C,163258,169,nan
I,C,163415,1,nan
I,C,164093,61,nan
I,C,164122,2,nan
I,C,164201,1,nan
I,C,164295,1,nan
I,C,164346,1,nan
I,C,164458,12,nan
I,C,164467,3,nan
I,C,164502,5,nan
I,C,164507,1,nan
I,C,164508,670,nan
I,C,164509,2,nan
I,C,164510,74,nan
I,C,164519,32,nan
I,C,164628,1,nan
I,C,164694,1,nan
I,C,164786,2,nan
I,C,164835,1,nan
I,C,164861,1,nan
I,C,164954,2,nan
I,C,165175,1,nan
I,C,165278,1,nan
I,C,165294,2,nan
I,C,165495,144,nan
I,C,165496,1,nan
I,C,165703,2,nan
I,C,165804,2,nan
I,C,165872,1,nan
I,C,165873,1,nan
I,C,165966,1,nan
I,C,166015,30,nan
I,C,166067,1,nan
I,C,166122,1,nan
I,C,166205,2,nan
I,C,166207,1,nan
I,C,166234,3,nan
I,C,166236,1,nan
I,C,166293,1,nan
I,C,166460,2,nan
I,C,166475,1,nan
I,C,166498,15,nan
I,C,166589,288,nan
I,C,166595,1,nan
I,C,166621,1,nan
I,C,166697,3,nan
I,C,166785,4,nan
I,C,166907,1,nan
I,C,166911,2,nan
I,C,166915,1,nan
I,C,166921,2,nan
I,C,166992,3,nan
I,C,167216,3,nan
I,C,167313,2,nan
I,C,167316,1,nan
I,C,167629,17,nan
I,C,167750,2,nan
I,C,167756,2,nan
I,C,167757,2,nan
I,C,167760,8,nan
I,C,167769,2,nan
I,C,167770,797,nan
I,C,167771,3,nan
I,C,167779,176,nan
I,C,167781,10,nan
I,C,167791,1,nan
I,C,167792,381,nan
I,C,167883,2,nan
I,C,167895,111,nan
I,C,167897,329,nan
I,C,167899,18,nan
I,C,167903,26,nan
I,C,167909,13,nan
I,C,167926,75,nan
I,C,168057,5,nan
I,C,168172,24,nan
I,C,168199,19,nan
I,C,168201,177,nan
I,C,168202,1,nan
I,C,168203,151,nan
I,C,168248,1,nan
I,C,168302,1,nan
I,C,168360,1,nan
I,C,168542,1,nan
I,C,168597,4,nan
I,C,168670,10,nan
I,C,168672,1,nan
I,C,168862,1,nan
I,C,168863,2,nan
I,C,168890,1,nan
I,C,169036,10,nan
I,C,169064,1,nan
I,C,169194,14,nan
I,C,169219,119,nan
I,C,169327,1,nan
I,C,169340,29,nan
I,C,169346,52,nan
I,C,169415,1,nan
I,C,169526,1,nan
I,C,169528,1,nan
I,C,169584,1,nan
I,C,169622,1,nan
I,C,169698,1,nan
I,C,169700,9,nan
I,C,169724,1,nan
I,C,169736,1,nan
I,C,170051,6,nan
I,C,170053,1,nan
I,C,170055,6,nan
I,C,170076,37,nan
I,C,170096,5,nan
I,C,170123,3,nan
I,C,170170,1,nan
I,C,170189,29,nan
I,C,170197,1,nan
I,C,170198,1,nan
I,C,170222,1,nan
I,C,170223,91,nan
I,C,170232,25,nan
I,C,170240,24,nan
I,C,170267,10,nan
I,C,170315,1,nan
I,C,170399,1,nan
I,C,170402,4,nan
I,C,170416,1,nan
I,C,170420,71,nan
I,C,170422,13,nan
I,C,170450,4,nan
I,C,170472,2,nan
I,C,170562,440,nan
I,C,170585,1,nan
I,C,170589,63,nan
I,C,170590,3,nan
I,C,170604,2,nan
I,C,170607,2,nan
I,C,170611,1,nan
I,C,170683,1,nan
I,C,170690,35,nan
I,C,170704,10,nan
I,C,170750,7,nan
I,C,170770,4,nan
I,C,170791,1,nan
I,C,170812,968,nan
I,C,170813,1,nan
I,C,170814,2,nan
I,C,170816,1,nan
I,C,170856,4,nan
I,C,170917,74,nan
I,C,170924,1,nan
I,C,171040,10,nan
I,C,171082,2,nan
I,C,171174,1,nan
I,C,171237,1,nan
I,C,171273,7,nan
I,C,171329,2,nan
I,C,171480,1,nan
I,C,171545,1,nan
I,C,171615,2,nan
I,C,171752,3,nan
I,C,171924,186,nan
I,C,171926,4,nan
I,C,172002,2,nan
I,C,172291,1,nan
I,C,172324,1,nan
I,C,172485,1,nan
I,C,172490,1,nan
I,C,172520,1,nan
I,C,172528,1,nan
I,C,172703,1,nan
